16.922|k4b;29292666770;0;32;-1;-1;1
17.023|k4b;29293666770;0;32;-1;-1;1
17.121|k4b;29294666770;0;32;-1;-1;1
17.224|k4b;29295666770;0;32;-1;-1;1
17.326|k4b;29296666770;0;32;-1;-1;1
17.422|k4b;29297666770;0;32;-1;-1;1
17.525|k4b;29298666770;0;32;-1;-1;1
17.626|k4b;29299666770;0;32;-1;-1;1
17.719|k4b;29300666770;0;32;-1;-1;1
17.826|k4b;29301666770;0;32;-1;-1;1
17.918|k4b;29302666770;0;32;-1;-1;1
17.999|k4b;29303333440;0;32;-1;-1;1
18.096|k4b;29304333440;0;32;-1;-1;1
18.189|k4b;29305333440;0;32;-1;-1;1
18.296|k4b;29306333440;0;32;-1;-1;1
18.389|k4b;29307333440;0;32;-1;-1;1
18.490|k4b;29308333440;0;32;-1;-1;1
18.591|k4b;29309333440;0;32;-1;-1;1
18.692|k4b;29310333440;0;32;-1;-1;1
18.790|k4b;29311333440;0;32;-1;-1;1
18.892|k4b;29312333440;0;32;-1;-1;1
18.990|k4b;29313333440;0;32;-1;-1;1
19.092|k4b;29314333440;0;32;-1;-1;1
19.156|k4b;29315000110;0;32;-1;-1;1
19.259|k4b;29316000110;0;32;-1;-1;1
19.356|k4b;29317000110;0;32;-1;-1;1
19.458|k4b;29318000000;0;32;-1;-1;1
19.555|k4b;29319000110;0;32;-1;-1;1
19.657|k4b;29320000110;0;32;-1;-1;1
19.728|k4b;29320666770;0;32;-1;-1;1
19.798|k4b;29321333440;0;32;-1;-1;1
19.885|k4b;29322333440;0;32;-1;-1;1
19.960|k4b;29323000110;0;32;-1;-1;1
20.058|k4b;29324000110;0;32;-1;-1;1
20.158|k4b;29325000110;0;32;-1;-1;1
20.257|k4b;29326000110;0;32;-1;-1;1
20.363|k4b;29327000110;0;32;-1;-1;1
20.465|k4b;29328000110;0;32;-1;-1;1
20.557|k4b;29329000110;0;32;-1;-1;1
20.666|k4b;29330000110;0;32;-1;-1;1
20.759|k4b;29331000110;0;32;-1;-1;1
20.870|k4b;29332000110;0;32;-1;-1;1
20.959|k4b;29333000110;0;32;-1;-1;1
21.060|k4b;29334000110;0;32;-1;-1;1
21.165|k4b;29335000110;0;32;-1;-1;1
21.257|k4b;29336000110;0;32;-1;-1;1
21.363|k4b;29337000110;0;32;-1;-1;1
21.456|k4b;29338000110;0;32;-1;-1;1
21.557|k4b;29339000110;0;32;-1;-1;1
21.658|k4b;29340000110;0;32;-1;-1;1
21.755|k4b;29341000110;0;32;-1;-1;1
21.860|k4b;29342000110;0;32;-1;-1;1
21.964|k4b;29343000110;0;32;-1;-1;1
22.065|k4b;29344000110;0;32;-1;-1;1
22.161|k4b;29345000110;0;32;-1;-1;1
22.258|k4b;29346000110;0;32;-1;-1;1
22.327|k4b;29346666770;0;32;-1;-1;1
22.395|k4b;29347333440;0;32;-1;-1;1
22.497|k4b;29348333440;0;32;-1;-1;1
22.566|k4b;29349000110;0;32;-1;-1;1
22.636|k4b;29349666770;0;32;-1;-1;1
22.726|k4b;29350666770;0;32;-1;-1;1
22.826|k4b;29351666770;0;32;-1;-1;1
22.927|k4b;29352666770;0;32;-1;-1;1
23.025|k4b;29353666770;0;32;-1;-1;1
23.126|k4b;29354666770;0;32;-1;-1;1
23.232|k4b;29355666770;0;32;-1;-1;1
23.328|k4b;29356666770;0;32;-1;-1;1
23.428|k4b;29357666770;0;32;-1;-1;1
23.498|k4b;29358333440;0;32;-1;-1;1
23.593|k4b;29359333440;0;32;-1;-1;1
23.664|k4b;29360000110;0;32;-1;-1;1
23.733|k4b;29360666770;0;32;-1;-1;1
23.824|k4b;29361666660;0;32;-1;-1;1
23.928|k4b;29362666770;0;32;-1;-1;1
23.998|k4b;29363333440;0;32;-1;-1;1
24.099|k4b;29364333440;0;32;-1;-1;1
24.199|k4b;29365333440;0;32;-1;-1;1
24.269|k4b;29366000110;0;32;-1;-1;1
24.367|k4b;29367000110;0;32;-1;-1;1
24.416|k4b;29367666770;0;32;-1;-1;1
24.493|k4b;29368333440;0;32;-1;-1;1
24.600|k4b;29369333440;0;32;-1;-1;1
24.666|k4b;29370000110;0;32;-1;-1;1
24.758|k4b;29371000110;0;32;-1;-1;1
24.857|k4b;29372000110;0;32;-1;-1;1
24.957|k4b;29373000110;0;32;-1;-1;1
25.058|k4b;29374000110;0;32;-1;-1;1
25.157|k4b;29375000110;0;32;-1;-1;1
25.257|k4b;29376000110;0;32;-1;-1;1
25.358|k4b;29377000110;0;32;-1;-1;1
25.462|k4b;29378000110;0;32;-1;-1;1
25.539|k4b;29378666770;0;32;-1;-1;1
25.626|k4b;29379666770;0;32;-1;-1;1
25.726|k4b;29380666770;0;32;-1;-1;1
25.826|k4b;29381666770;0;32;-1;-1;1
25.926|k4b;29382666770;0;32;-1;-1;1
26.030|k4b;29383666770;0;32;-1;-1;1
26.100|k4b;29384333440;0;32;-1;-1;1
26.192|k4b;29385333440;0;32;-1;-1;1
26.298|k4b;29386333440;0;32;-1;-1;1
26.361|k4b;29387000110;0;32;-1;-1;1
26.466|k4b;29388000110;0;32;-1;-1;1
26.553|k4b;29389000110;0;32;-1;-1;1
26.631|k4b;29389666770;0;32;-1;-1;1
26.724|k4b;29390666770;0;32;-1;-1;1
26.827|k4b;29391666770;0;32;-1;-1;1
26.929|k4b;29392666770;0;32;-1;-1;1
27.026|k4b;29393666770;0;32;-1;-1;1
27.131|k4b;29394666770;0;32;-1;-1;1
